"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1902280135698513992","Wed Mar 19 08:45:01 +0000 2025","3","Indeks Harga Saham Gabungan (IHSG) #TolakRUUTNI https://t.co/nXRZTQcASq","1902280135698513992","https://pbs.twimg.com/media/GmZBsOCa8AAAoiQ.jpg","","in","","0","1","2","https://x.com/pgsb_id/status/1902280135698513992","1685650190173368320","pgsb_id"
"1902279996108140739","Wed Mar 19 08:44:28 +0000 2025","1","Yang menyerukan aksi semoga dilindungi Kalian hebat lawan sampai menang #TolakRUUTNI #TolakRevisiUUTNI","1902279996108140739","","","in","","0","0","1","https://x.com/Oryctess/status/1902279996108140739","1360203067665174528","Oryctess"
"1902240437622215081","Wed Mar 19 08:44:19 +0000 2025","6","@BRaharti2 @jackjackparrr Bayangin drone ngerekam dari atas sambil narasi langsung dari aktivis di lapangan bisa bikin film dokumenter langsung! Sebarkan ke media internasional kayak BBC atau Al Jazeera biar isu #TolakRUUTNI sampai ke telinga dunia","1902279957512122665","","BRaharti2","in","Cimahi, Jawa Barat","0","0","0","https://x.com/rynzifary/status/1902279957512122665","1323854772374392832","rynzifary"
"1902279797511958619","Wed Mar 19 08:43:41 +0000 2025","0","indonesia kenapa ga bubar aja sih...... nanggung loh semua pekerjaan diambil TNI terus juga kek nanggung gitu...... daripada harus balik ke jaman orba......... #TolakRUUTNI #TolakRevisiUUTNI","1902279797511958619","","","in","","0","1","0","https://x.com/hellowAidisini/status/1902279797511958619","618228154","hellowAidisini"
"1902279655752700155","Wed Mar 19 08:43:07 +0000 2025","22","Welcome Neo ORBA Semua partai mendukung pasti jadi 100% ini barang. TAIK LU @DPR_RI #TolakRUUTNI #TolakRevisiUUTNI https://t.co/kNCu8Nfd17","1902279655752700155","https://pbs.twimg.com/media/GmZBQ3za8AAQYP4.jpg","","in","PLUIT","1","3","9","https://x.com/KangManto123/status/1902279655752700155","947632364003368961","KangManto123"
"1902279576526712926","Wed Mar 19 08:42:48 +0000 2025","0","keren teruss pakk @prabowo @gibran_tweet #TolakRUUTNI","1902279576526712926","","","in","","0","0","0","https://x.com/tarururururunn/status/1902279576526712926","1889925178278473728","tarururururunn"
"1902279520461451629","Wed Mar 19 08:42:34 +0000 2025","0","#TolakRUUTNI kawal sampai menang","1902279520461451629","","","in","New Москва, Bali, Indonesia","0","0","0","https://x.com/kopisiapa/status/1902279520461451629","1388374006147928064","kopisiapa"
"1902279484835033188","Wed Mar 19 08:42:26 +0000 2025","3","Padahal baru banget kamisan minggu lalu abang @juliusibrani ngasih tau kalau kita semua kalau ni negara menuju holocaust negara ini emang gak cukup dikontol-kontolin... Revolusi itu HAL PALING MINIMAL! #TolakRUUTNI #IndonesiaGelap","1902279484835033188","","","in","with Allah SWT","0","0","2","https://x.com/gearcloudy/status/1902279484835033188","1631819627587067904","gearcloudy"
"1902271328545337839","Wed Mar 19 08:41:49 +0000 2025","0","@tempodotco Enak banget pantesan ngotot #TolakRUUTNI #TolakRevisiUUTNI #PeringatanDarurat #IndonesiaGelap","1902279328823681408","","tempodotco","in","Indonesia","0","1","1","https://x.com/SegelasAirJeruk/status/1902279328823681408","68995828","SegelasAirJeruk"
"1902279304572235913","Wed Mar 19 08:41:43 +0000 2025","0","#TolakRUUTNI demi Indonesia yang lebih baik","1902279304572235913","","","in","","0","0","1","https://x.com/pemikirangilaku/status/1902279304572235913","1459881984411402240","pemikirangilaku"
"1902277003182813330","Wed Mar 19 08:41:29 +0000 2025","22","Negara harus adili militer pelaku kekerasan terhadap warga sipil dan wujudkan reformasi militer! Mention @DPR_RI dan suarakan #TolakRUUTNI! https://t.co/6LSM8UKNEk","1902279246678258151","https://pbs.twimg.com/media/GmZAwjua8AYucej.jpg","amnestyindo","in","Jakarta, Indonesia","0","0","12","https://x.com/amnestyindo/status/1902279246678258151","842678935817142272","amnestyindo"
"1902279141673807888","Wed Mar 19 08:41:04 +0000 2025","29",". . Kerek Kak .. Saya Apresiasi Sangad #TolakRUUTNI WOOOYYYY !!! Kembalikan Tentara ke Barak !!! . .","1902279141673807888","","","in","Bermuda Triangle","0","4","9","https://x.com/StefanAntonio__/status/1902279141673807888","1529491450605768704","StefanAntonio__"
"1901953142469877970","Wed Mar 19 08:41:01 +0000 2025","0","@polresbjb Apak kabar 135 nyawa gamma afif dan oandu yg dibunuh golonganmu kontol","1902279127048032601","","polresbjb","in","Jakarta Selatan, DKI Jakarta","0","0","0","https://x.com/zzzzzzzakk/status/1902279127048032601","1632191380012560385","zzzzzzzakk"
"1902279116264448314","Wed Mar 19 08:40:58 +0000 2025","0","sama-sama penghancur negara semuanya #TolakRUUTNI","1902279116264448314","","","in","","0","0","1","https://x.com/tarururururunn/status/1902279116264448314","1889925178278473728","tarururururunn"
"1902268864593064389","Wed Mar 19 08:40:46 +0000 2025","0","@tempodotco gila beneran yes man semua. sick. #TolakRUUTNI #TolakRevisiUUTNI","1902279065471709263","","tempodotco","in","2/5📚","0","0","1","https://x.com/kittenfuwr/status/1902279065471709263","1751639492073783297","kittenfuwr"
"1902272644755681659","Wed Mar 19 08:40:32 +0000 2025","0","@um_fess Aku open jasa survey kos nder","1902279007439098144","","um_fess","in","Jakarta Selatan, DKI Jakarta","0","0","0","https://x.com/zzzzzzzakk/status/1902279007439098144","1632191380012560385","zzzzzzzakk"
"1902278966700036549","Wed Mar 19 08:40:22 +0000 2025","4087","Naikin lagi jangan kendor! KITA TOLAK RUU TNI #TolakRUUTNI https://t.co/uqLSRXysOM","1902278966700036549","https://pbs.twimg.com/media/GmZAo8Ea8AEj6Vs.jpg","","in","Indonesia","63","288","2121","https://x.com/barengwarga/status/1902278966700036549","1850558971779956736","barengwarga"
"1902278965315985631","Wed Mar 19 08:40:22 +0000 2025","0","Daftar Akun VIP Tembak Ikan Online Royalbetking. daftarkan akun taruhan tembak ikan online di agen Royalbetking claim bonus akun baru kamu segera mungkin. #tembakikan #scr888 #918kiss #royalbetking #bandartembakikan #riyadh #Trzaskowski2025 #TolakRUUTNI https://t.co/Ow2hn42mAL","1902278965315985631","https://pbs.twimg.com/media/GmZALm5a8AQ57B4.jpg","","in","","0","0","0","https://x.com/VipRBK88/status/1902278965315985631","1850305099509182464","VipRBK88"
"1902278892326699428","Wed Mar 19 08:40:05 +0000 2025","0","#TolakRUUTNI Tentara kembali ke barak","1902278892326699428","","","in","Indonesia","0","0","1","https://x.com/leeannindonesia/status/1902278892326699428","260675103","leeannindonesia"
"1901515602952704391","Wed Mar 19 08:39:16 +0000 2025","1","@kurawa Tapi protes2 penolakan trhdp RUU TNI di bawah ini valid semua kan? Saya cantumkan ya semua kritik protes saya! #TolakRUUTNI #TolakDwifungsiABRI Tolak Nazisme Diktator Fasisme Militer Police State Indonesia! https://t.co/xZk3KjDORQ","1902278689808654741","","kurawa","in","","0","1","1","https://x.com/RooneySianny/status/1902278689808654741","1189845201466122241","RooneySianny"
"1901943144440299652","Wed Mar 19 08:39:15 +0000 2025","0","@DS_yantie Bukankah kebodohan ke BES untuk menenangkan pasar? Mereka pikir Pasar sekedar Fisik? Pasar itu Money Movement. Jadi yg dibutuhkan: Transparancy Effective Regulation and Law Enforcement. Itulah yg membuat investor aman dan nyaman. DPR memalukan. #TolakRUUTNI","1902278682569535596","","DS_yantie","in","Indonesia","0","0","0","https://x.com/_bsutanto/status/1902278682569535596","1564243009","_bsutanto"
"1902278658888491409","Wed Mar 19 08:39:09 +0000 2025","0","Besok ada apa? (20/03/2025) - DPR Sahkan Revisi UU TNI - Pertandingan Timnas Indo vs Australia Nih ya...keknya DPR sengaja pilih tgl itu biar konsentarsi masyarakat pecah. Apalagi kalo Indo menang berita2 nya pasti rame bgt. So tetap gaungkan #TolakRUUTNI https://t.co/Z98dM0C88w","1902278658888491409","https://pbs.twimg.com/media/GmZAWyaa8AAHQyc.jpg","","in","","0","0","1","https://x.com/DhilabackG/status/1902278658888491409","1323797245","DhilabackG"
"1902278592710766780","Wed Mar 19 08:38:53 +0000 2025","0","Nooo besok sidang paripurna #TolakRUUTNI","1902278592710766780","","","in","Indonesia","0","0","0","https://x.com/neiinked/status/1902278592710766780","1172931350006910978","neiinked"
"1902278569889558761","Wed Mar 19 08:38:48 +0000 2025","1","Ciri2 dpr suatu negara yg tidak mewakilkan rakyat ya begini N A J I S #TolakRUUTNI #TolakRevisiUUTNI #TolakDwifungsiABRI","1902278569889558761","","","in","Wakanda Forever ","0","0","2","https://x.com/arrckd/status/1902278569889558761","1193723206030331904","arrckd"
"1902278439593505006","Wed Mar 19 08:38:17 +0000 2025","1","senjata bukan buat melindungi negeri tapii untuk membekingi judi Satu kaki di tempat dugem satu kaki di lapak sabung ayam #tni #TNI #indonesiacemas #TolakRUUTNI #englot #fypシ #viral https://t.co/TTu69vjrgU","1902278439593505006","https://pbs.twimg.com/media/GmZAKDQbQAA5wfk.jpg","","in","","0","0","0","https://x.com/danuharjo_1/status/1902278439593505006","1869075091323232256","danuharjo_1"
"1902278391258382517","Wed Mar 19 08:38:05 +0000 2025","0","Mendingan pada mikirin inovasi terbaru di pertahanan dari pada nyobain jabatan sipil #TolakRUUTNI #TolakRevisiUUTNI","1902278391258382517","","","in","","0","0","1","https://x.com/Txt_Human/status/1902278391258382517","772693476794179586","Txt_Human"
"1902278206138544422","Wed Mar 19 08:37:21 +0000 2025","0","Dimanaaaa tagar dan simbol garuda biru peringatan darurat? Besok paripurna! Semoga emg belum lewat di tl gue aja in case belum then let me summon it #PeringatanDarurat #TolakRUUTNI","1902278206138544422","","","in","","0","0","0","https://x.com/1antemeridiem/status/1902278206138544422","1040866139763499008","1antemeridiem"
"1902277923073085479","Wed Mar 19 08:36:14 +0000 2025","32","bubarin massa aksi nanti pake ak47 sama c4 #TolakRUUTNI","1902277923073085479","","","in","","0","1","1","https://x.com/studiopancaroba/status/1902277923073085479","1431933464433942528","studiopancaroba"
